is_high_season,day_period,minor_delay,minutes_diff
False,afternoon,True,4
False,afternoon,True,7
False,evening,False,0
False,evening,False,46
False,afternoon,True,6
False,afternoon,True,6
False,afternoon,False,19
False,afternoon,False,37
False,evening,False,34
False,evening,False,22
False,afternoon,True,12
False,afternoon,False,16
False,afternoon,True,7
False,afternoon,True,3
False,evening,False,32
True,evening,False,1439
False,evening,True,1
False,evening,True,6
False,evening,False,1436
False,evening,False,1439
False,evening,False,1435
False,evening,False,1433
False,evening,False,1431
False,evening,False,1438
False,evening,True,10
False,evening,True,11
False,evening,False,1439
False,evening,False,1436
False,evening,False,0
False,evening,False,0
True,morning,True,12
True,morning,True,1
True,morning,True,5
False,morning,False,1436
False,morning,True,2
False,morning,False,1436
False,morning,False,1435
False,morning,False,1438
False,morning,False,1436
False,morning,False,1437
False,morning,False,1438
False,morning,False,1434
False,morning,False,1437
False,morning,False,1439
False,morning,False,1436
False,morning,False,1436
False,morning,True,1
False,morning,False,1439
False,morning,False,1437
False,morning,True,1
False,morning,False,1439
False,morning,False,1436
False,morning,False,1437
False,morning,True,1
False,morning,False,1436
False,morning,False,1439
False,morning,False,1438
False,morning,False,1438
False,morning,False,1437
False,morning,False,1435
False,morning,False,1438
True,afternoon,True,6
True,afternoon,False,0
True,afternoon,False,1439
False,afternoon,False,1435
False,afternoon,True,13
False,afternoon,False,1439
False,afternoon,False,0
False,afternoon,True,3
False,afternoon,False,0
False,afternoon,False,1438
False,afternoon,True,10
False,afternoon,True,7
False,afternoon,False,1437
False,afternoon,False,1439
False,afternoon,True,9
False,afternoon,False,1439
False,afternoon,False,1439
False,afternoon,True,1
False,afternoon,True,2
False,afternoon,False,1433
False,afternoon,False,1438
False,afternoon,False,1438
False,afternoon,False,0
False,afternoon,True,14
True,evening,False,18
True,evening,True,1
True,evening,True,3
False,evening,True,2
False,evening,True,8
False,evening,False,0
False,evening,False,1438
False,evening,True,5
False,evening,False,1437
False,evening,False,1434
False,evening,False,1435
False,evening,True,3
False,evening,False,1437
False,evening,False,1439
False,evening,False,1439
False,evening,True,1
False,evening,False,1438
False,evening,False,28
False,evening,True,5
False,evening,True,8
False,evening,False,1439
False,evening,True,2
False,evening,False,1435
False,evening,True,3
False,evening,False,1434
False,evening,False,1439
False,evening,True,2
False,evening,True,5
False,evening,False,1439
True,morning,False,1434
True,morning,False,1438
True,morning,True,3
False,morning,True,7
False,morning,True,9
False,morning,True,3
False,morning,False,1438
False,morning,False,0
False,morning,False,1438
False,morning,False,1439
False,morning,True,2
False,morning,False,1438
False,morning,False,1438
False,morning,False,1437
False,morning,False,1437
False,morning,True,1
False,morning,False,1436
False,morning,False,1438
False,morning,False,1439
False,morning,True,3
False,morning,False,0
False,morning,True,3
False,morning,True,1
False,morning,False,1438
False,morning,True,5
False,morning,False,1439
False,morning,True,1
False,morning,True,1
False,morning,False,24
False,morning,False,1438
False,morning,True,8
True,evening,True,8
True,evening,True,4
True,evening,True,3
False,evening,True,7
False,evening,False,1437
True,afternoon,False,1439
True,afternoon,True,12
True,afternoon,True,2
False,afternoon,False,1438
False,afternoon,True,5
False,afternoon,True,4
False,afternoon,False,1437
False,afternoon,False,33
False,afternoon,False,17
False,afternoon,True,2
False,afternoon,False,158
False,afternoon,False,1436
False,afternoon,False,1435
False,afternoon,True,8
False,afternoon,False,1436
False,afternoon,True,2
False,afternoon,True,6
False,afternoon,False,1436
False,afternoon,True,11
False,afternoon,False,0
False,afternoon,False,1439
False,afternoon,False,1435
False,afternoon,False,0
False,afternoon,False,54
False,afternoon,True,8
False,afternoon,False,1437
False,afternoon,True,3
False,afternoon,False,1439
False,afternoon,False,18
False,afternoon,False,1439
False,afternoon,False,1433
True,afternoon,True,4
True,afternoon,True,2
True,afternoon,False,1439
False,afternoon,True,12
False,afternoon,False,44
False,afternoon,False,1437
False,afternoon,False,1439
False,afternoon,False,1434
False,afternoon,False,1439
False,afternoon,True,14
False,afternoon,True,5
False,afternoon,True,6
False,afternoon,False,1438
False,afternoon,False,1437
False,afternoon,False,1438
False,afternoon,False,50
False,afternoon,True,5
False,afternoon,False,0
False,afternoon,False,71
False,afternoon,False,1438
False,afternoon,True,8
False,afternoon,True,3
False,afternoon,False,1437
False,afternoon,False,1435
False,afternoon,False,0
True,afternoon,True,15
True,afternoon,False,39
True,afternoon,True,11
False,afternoon,False,25
False,afternoon,True,5
False,afternoon,False,65
False,afternoon,True,6
False,afternoon,False,41
False,afternoon,True,14
False,afternoon,True,7
False,afternoon,True,5
False,afternoon,False,1438
False,afternoon,False,18
False,afternoon,True,1
False,afternoon,True,12
False,afternoon,True,1
False,afternoon,True,4
False,afternoon,False,24
False,afternoon,False,0
False,afternoon,True,6
False,afternoon,True,6
False,afternoon,False,28
False,afternoon,True,11
False,afternoon,False,1438
False,afternoon,True,14
False,afternoon,True,7
False,afternoon,False,21
False,afternoon,False,1439
False,afternoon,False,1439
True,morning,False,1439
True,morning,False,0
True,morning,True,3
False,morning,False,1438
False,morning,False,24
False,morning,True,5
False,morning,False,1431
False,morning,True,1
False,morning,False,0
False,morning,True,3
False,morning,False,1435
False,evening,True,10
False,morning,False,1434
False,morning,True,15
False,morning,False,1438
False,morning,True,10
False,morning,False,1436
False,evening,False,17
False,morning,False,0
False,morning,True,2
False,morning,True,1
False,morning,True,9
False,morning,True,13
False,evening,True,9
False,morning,True,2
False,morning,False,24
False,morning,True,3
False,morning,False,18
True,afternoon,True,15
True,afternoon,True,4
True,afternoon,False,1436
False,afternoon,False,1439
False,afternoon,True,11
False,afternoon,False,1435
False,afternoon,False,1439
False,afternoon,False,28
False,afternoon,False,1436
False,afternoon,False,1438
False,afternoon,False,36
False,afternoon,False,1439
False,afternoon,False,1437
False,afternoon,True,2
False,afternoon,False,1439
False,afternoon,False,24
False,afternoon,True,3
False,afternoon,True,3
False,afternoon,False,1435
False,afternoon,False,100
False,afternoon,False,1438
False,afternoon,True,3
False,afternoon,True,7
False,afternoon,False,28
False,afternoon,False,1438
False,afternoon,False,19
False,afternoon,False,1433
False,afternoon,False,0
False,afternoon,True,5
False,afternoon,True,5
False,afternoon,True,1
True,morning,False,37
True,morning,False,1431
True,morning,False,1437
False,morning,False,1438
False,morning,True,13
False,morning,False,1438
False,morning,False,1439
False,morning,True,2
False,morning,True,1
False,morning,False,1436
False,morning,False,1438
False,morning,True,15
False,morning,True,11
False,morning,False,1437
False,morning,False,1438
False,morning,False,1438
False,morning,False,1438
False,morning,False,1437
False,morning,False,1433
False,morning,True,10
False,morning,False,1434
False,morning,False,1433
False,morning,False,0
False,morning,False,47
False,morning,True,4
False,morning,False,1435
False,morning,True,6
False,morning,False,1435
False,morning,True,3
False,morning,False,1439
False,morning,False,1436
True,evening,True,2
True,evening,False,1437
True,evening,True,4
False,evening,False,1438
False,evening,True,11
False,morning,True,7
False,morning,False,20
False,morning,False,0
True,morning,True,3
True,morning,False,1437
True,morning,False,1437
False,morning,False,1439
False,morning,False,0
False,morning,False,1436
False,morning,True,9
False,morning,False,1437
False,morning,True,3
False,morning,True,3
False,morning,False,1438
False,morning,True,1
False,morning,False,1439
False,morning,False,1437
False,morning,False,16
False,morning,True,5
False,morning,True,3
False,morning,False,1438
False,morning,True,6
False,morning,False,24
False,morning,False,1437
False,morning,True,1
False,morning,False,1439
True,afternoon,True,4
False,afternoon,True,3
False,afternoon,False,1439
False,afternoon,True,4
False,afternoon,True,1
False,afternoon,True,7
False,afternoon,True,1
False,afternoon,False,1438
False,afternoon,True,15
True,evening,False,1438
False,evening,True,1
False,evening,True,14
False,evening,False,0
True,morning,False,1435
True,morning,False,1437
False,morning,True,4
False,morning,True,14
False,morning,True,4
False,morning,False,1437
False,morning,True,1
False,morning,False,1439
False,morning,False,1438
False,morning,False,1439
False,morning,False,1435
False,morning,True,5
False,morning,True,1
False,morning,False,0
False,morning,True,1
False,morning,True,2
False,morning,False,1438
False,morning,False,1439
False,morning,False,1439
False,morning,False,45
False,morning,True,3
False,morning,False,0
True,afternoon,True,11
False,afternoon,True,4
False,afternoon,True,2
False,afternoon,False,1437
False,afternoon,False,1439
False,morning,True,2
True,evening,True,12
False,evening,False,1435
False,evening,False,1439
False,evening,False,49
False,evening,False,16
False,evening,False,1438
False,evening,False,0
False,evening,False,0
False,evening,False,1438
True,evening,True,5
True,evening,True,7
False,evening,True,1
False,evening,True,6
False,evening,False,1438
False,evening,True,14
False,evening,False,1437
False,evening,True,10
False,evening,True,4
True,evening,True,9
True,evening,True,9
True,evening,False,1437
False,evening,True,4
False,evening,True,6
False,afternoon,True,3
True,evening,False,20
True,evening,True,11
True,evening,True,3
False,evening,False,1434
False,evening,True,1
False,evening,False,0
False,evening,False,1437
False,evening,True,5
False,evening,True,5
False,evening,True,13
False,evening,False,1439
False,evening,True,1
False,evening,True,3
False,evening,False,61
False,evening,True,2
False,evening,True,9
False,evening,False,1437
False,evening,True,14
False,evening,False,1437
False,evening,True,2
False,evening,False,1437
False,evening,True,3
False,evening,True,4
False,afternoon,False,27
True,morning,True,1
True,morning,False,1439
True,morning,True,1
False,morning,False,0
False,morning,False,0
False,morning,False,1439
False,morning,False,0
False,morning,False,0
False,morning,True,7
False,morning,True,1
False,morning,True,1
False,morning,True,3
False,morning,True,1
False,morning,False,0
False,morning,False,18
False,morning,False,0
False,morning,False,22
False,morning,False,1436
False,morning,True,1
False,morning,False,1437
False,morning,False,115
False,morning,True,3
False,morning,False,0
False,morning,False,25
False,morning,True,2
False,morning,True,1
False,morning,True,12
False,morning,True,6
False,morning,True,13
False,morning,False,0
False,morning,True,3
True,afternoon,False,16
True,afternoon,True,2
False,afternoon,False,1439
False,afternoon,False,1437
False,afternoon,True,2
False,afternoon,True,3
False,afternoon,True,1
False,afternoon,True,9
False,afternoon,False,1436
False,afternoon,False,1438
False,afternoon,True,5
False,afternoon,False,1436
False,afternoon,False,1431
False,afternoon,True,6
True,morning,False,1438
True,morning,False,0
False,morning,False,0
False,morning,False,1439
False,morning,False,1435
False,morning,False,1438
False,morning,False,0
False,morning,False,1438
False,morning,False,1439
False,morning,False,1436
False,morning,False,1437
False,morning,False,0
False,morning,False,0
False,morning,False,1437
False,morning,False,1432
False,morning,False,0
False,morning,True,1
False,morning,True,15
False,morning,False,1439
False,morning,True,12
False,morning,False,1438
False,morning,True,5
True,morning,False,1437
True,morning,False,1437
False,afternoon,False,1439
False,afternoon,True,3
False,morning,False,1438
False,morning,True,1
False,afternoon,True,5
False,afternoon,True,5
False,morning,False,1437
False,morning,False,1435
False,afternoon,True,13
False,afternoon,False,1439
False,morning,False,1434
False,afternoon,True,1
False,afternoon,False,0
False,morning,False,1438
True,morning,True,3
True,morning,False,1434
True,morning,False,1437
False,morning,True,7
False,morning,False,16
False,morning,True,5
False,morning,False,1439
False,morning,False,1439
False,morning,False,1439
False,morning,True,1
False,morning,False,0
False,morning,True,3
False,morning,False,1437
False,morning,True,9
False,morning,False,1439
False,morning,False,1436
False,morning,False,1438
False,morning,False,1439
False,morning,False,1439
False,morning,True,12
False,morning,False,23
False,morning,False,1434
False,morning,True,1
False,morning,True,3
False,morning,True,4
False,morning,True,1
False,morning,False,0
False,morning,True,8
False,morning,True,7
False,morning,True,2
False,morning,False,1437
False,afternoon,False,1436
False,evening,False,1436
False,morning,False,1435
False,evening,False,0
False,morning,True,1
False,evening,True,2
False,morning,False,1438
False,evening,False,1437
False,morning,False,1437
False,afternoon,True,1
False,morning,False,1435
False,afternoon,False,1437
False,morning,True,2
False,afternoon,False,0
False,morning,False,1439
False,afternoon,False,1435
False,morning,False,1434
True,morning,False,1436
False,morning,True,2
False,morning,True,2
False,morning,True,4
False,morning,True,10
True,afternoon,True,6
True,afternoon,False,1439
True,afternoon,False,1437
False,afternoon,True,1
False,afternoon,False,1439
False,afternoon,False,0
False,afternoon,False,1439
False,afternoon,True,2
False,afternoon,True,2
False,afternoon,False,0
False,afternoon,True,1
False,afternoon,False,0
False,afternoon,False,0
False,afternoon,False,1435
False,afternoon,True,1
False,afternoon,True,2
False,afternoon,False,1435
False,afternoon,False,1435
False,afternoon,False,1435
True,afternoon,False,1434
True,afternoon,False,1439
True,afternoon,False,1437
False,afternoon,False,1436
False,afternoon,True,4
False,afternoon,False,1437
False,afternoon,False,1438
False,afternoon,False,1438
False,afternoon,True,3
False,afternoon,True,3
False,afternoon,False,1437
False,afternoon,True,2
False,afternoon,False,1439
False,afternoon,False,1434
False,afternoon,False,1438
False,afternoon,True,5
False,afternoon,False,0
False,afternoon,False,1439
False,afternoon,False,1438
False,afternoon,True,7
False,afternoon,False,0
False,afternoon,True,2
False,afternoon,False,0
False,afternoon,False,1437
False,afternoon,True,9
False,afternoon,False,1434
False,afternoon,False,1439
True,afternoon,False,1439
True,afternoon,False,1438
True,afternoon,True,6
False,afternoon,False,0
False,afternoon,True,10
False,afternoon,True,6
False,afternoon,False,1439
False,afternoon,False,1438
False,afternoon,True,11
False,afternoon,True,3
False,afternoon,False,0
False,afternoon,True,4
False,afternoon,True,2
False,afternoon,False,1437
False,afternoon,False,1434
False,afternoon,False,1436
False,afternoon,True,10
False,afternoon,False,0
False,afternoon,False,0
False,afternoon,False,1439
False,afternoon,False,1437
False,afternoon,True,15
False,afternoon,False,1436
False,afternoon,False,1439
False,afternoon,False,1439
False,afternoon,False,16
False,afternoon,True,2
False,afternoon,False,0
False,afternoon,False,0
False,afternoon,True,3
True,evening,True,5
False,evening,False,1439
False,evening,True,2
False,evening,False,1437
False,evening,False,0
False,evening,False,1432
False,evening,False,1439
False,evening,True,3
False,evening,False,0
False,morning,False,159
False,morning,True,1
False,morning,False,0
False,morning,False,1438
False,morning,True,7
False,morning,False,1439
False,morning,False,0
False,morning,False,0
False,morning,True,8
False,morning,False,0
False,morning,False,1439
False,morning,True,9
False,morning,True,2
False,morning,False,0
False,morning,False,1433
False,morning,False,1439
True,morning,True,3
False,morning,True,2
False,morning,False,1439
False,morning,True,2
False,morning,False,1439
False,morning,True,4
False,morning,False,1439
False,morning,True,2
False,morning,True,9
False,morning,False,0
False,morning,False,1438
False,morning,True,6
False,morning,True,1
False,morning,False,1439
False,morning,True,13
False,morning,True,12
False,morning,True,4
True,afternoon,False,1438
True,afternoon,True,4
True,morning,True,8
False,afternoon,True,8
False,afternoon,False,1436
False,afternoon,False,1439
False,afternoon,True,2
False,afternoon,True,1
False,evening,False,1437
False,morning,True,1
False,afternoon,True,8
False,afternoon,True,1
False,afternoon,False,1438
False,afternoon,False,0
False,afternoon,False,1437
False,afternoon,True,2
False,morning,True,1
False,afternoon,False,0
False,afternoon,False,1437
False,afternoon,False,0
False,afternoon,False,1439
False,afternoon,False,1437
False,afternoon,False,26
False,morning,False,1434
False,afternoon,True,1
False,afternoon,False,1439
False,afternoon,True,4
False,afternoon,True,5
False,afternoon,False,1433
False,afternoon,False,0
False,morning,True,6
False,afternoon,False,1436
False,afternoon,False,16
False,morning,False,1438
False,afternoon,False,1439
False,morning,False,1437
False,afternoon,False,1438
False,morning,False,1434
False,morning,False,1438
False,morning,False,1439
False,morning,False,1439
False,morning,False,0
False,morning,False,1439
False,morning,False,1439
False,morning,True,5
True,afternoon,False,1437
True,afternoon,True,5
False,afternoon,False,34
False,afternoon,False,1439
False,afternoon,False,1438
False,afternoon,True,6
False,afternoon,False,1439
False,afternoon,False,1436
False,afternoon,False,1439
False,afternoon,False,1439
True,afternoon,True,5
False,afternoon,False,1435
False,evening,False,1435
False,afternoon,False,1434
False,afternoon,False,1439
False,afternoon,True,7
False,afternoon,True,8
False,afternoon,False,1438
False,afternoon,False,94
True,evening,True,9
True,evening,False,1439
False,evening,True,2
False,afternoon,True,3
False,evening,False,1439
False,evening,False,1434
False,evening,False,1439
False,evening,False,1439
False,afternoon,False,1439
False,evening,False,1439
False,evening,True,2
False,evening,False,1436
False,evening,True,9
False,afternoon,True,2
False,evening,False,1438
False,evening,False,1435
False,evening,False,1439
False,evening,True,1
False,afternoon,False,0
False,evening,True,13
False,evening,False,1439
False,evening,True,1
False,evening,True,6
False,evening,False,0
False,evening,True,2
False,evening,True,9
True,evening,False,1436
False,morning,True,6
False,morning,False,1438
False,evening,True,8
False,morning,True,6
False,evening,False,20
False,morning,False,1438
False,evening,False,1437
False,morning,False,1439
False,evening,True,7
True,morning,True,9
True,morning,True,3
True,morning,True,4
False,morning,True,3
False,morning,True,8
False,morning,True,4
False,morning,True,4
False,morning,False,1438
False,morning,False,0
False,morning,False,38
False,morning,False,1436
False,morning,True,9
False,morning,False,0
False,morning,True,13
False,morning,False,22
False,morning,True,10
False,morning,True,3
False,morning,False,1437
False,morning,True,6
False,morning,False,0
False,morning,True,1
False,morning,True,2
False,morning,True,2
False,morning,False,1438
False,morning,True,6
False,morning,True,1
False,morning,True,6
False,morning,True,1
False,morning,True,8
False,morning,False,1438
False,morning,True,1
True,morning,True,7
False,morning,False,1439
False,morning,False,1439
False,morning,False,0
False,morning,True,7
False,morning,False,1437
False,morning,True,14
False,morning,True,12
False,morning,False,0
False,morning,False,1436
False,morning,True,1
False,morning,True,2
False,morning,False,1439
False,morning,False,1439
False,morning,True,2
False,morning,True,5
False,morning,True,11
False,evening,False,1439
False,afternoon,False,1438
False,morning,True,7
False,afternoon,True,2
False,morning,True,6
False,afternoon,True,7
False,morning,True,2
False,morning,False,0
True,afternoon,False,33
True,afternoon,True,3
True,morning,True,12
False,afternoon,False,51
False,afternoon,True,3
False,afternoon,False,0
False,afternoon,True,4
False,afternoon,True,1
False,morning,False,19
False,morning,False,1439
False,afternoon,False,0
False,afternoon,False,16
False,afternoon,False,1439
False,afternoon,True,3
False,morning,False,1439
False,morning,True,3
False,afternoon,False,0
False,afternoon,True,7
False,afternoon,True,3
False,afternoon,False,1433
False,afternoon,False,1439
False,afternoon,False,26
False,afternoon,True,4
False,afternoon,True,5
True,afternoon,True,5
True,afternoon,True,1
True,evening,True,3
False,afternoon,True,9
False,afternoon,False,27
False,afternoon,True,1
False,afternoon,False,1438
False,afternoon,False,0
False,afternoon,False,1439
False,afternoon,False,0
False,afternoon,False,0
False,afternoon,True,2
False,afternoon,True,2
False,afternoon,True,3
False,afternoon,True,4
False,evening,True,2
False,afternoon,False,1437
False,afternoon,False,0
False,afternoon,False,0
False,afternoon,True,5
False,afternoon,True,1
False,afternoon,True,14
False,afternoon,False,1439
False,afternoon,True,4
False,afternoon,False,84
False,afternoon,False,0
False,afternoon,True,8
False,evening,True,3
False,afternoon,False,122
True,evening,False,0
True,morning,False,1439
True,evening,True,3
False,evening,False,1437
False,evening,False,1439
False,evening,True,1
False,morning,True,7
False,evening,True,5
False,evening,True,1
False,evening,False,48
False,evening,False,1436
False,morning,False,1430
False,evening,False,17
False,evening,True,7
False,evening,False,0
False,morning,False,0
False,evening,True,7
False,afternoon,False,23
False,evening,True,3
False,morning,True,9
False,evening,False,18
True,evening,False,126
True,evening,True,4
False,evening,False,0
False,evening,True,9
False,evening,False,0
False,evening,False,1438
False,evening,False,1438
False,evening,True,1
False,evening,True,9
False,evening,True,3
False,evening,False,1436
False,evening,True,4
False,evening,True,6
False,evening,False,1438
False,evening,True,3
False,evening,False,1438
False,evening,False,0
False,evening,False,1438
False,evening,True,10
True,morning,False,1439
False,morning,True,12
True,morning,True,1
False,morning,True,13
False,morning,False,0
False,morning,False,0
False,morning,False,1433
False,morning,True,3
False,morning,False,1438
False,morning,False,0
False,morning,False,0
True,evening,False,19
False,afternoon,False,1439
False,afternoon,True,4
False,afternoon,True,1
False,afternoon,True,6
False,afternoon,False,1439
False,afternoon,False,16
False,afternoon,False,1438
False,afternoon,False,0
False,afternoon,True,6
False,afternoon,False,1438
False,afternoon,False,0
False,evening,False,0
False,afternoon,True,3
False,evening,True,12
False,evening,True,9
False,evening,False,1436
True,evening,False,1438
True,evening,True,5
True,evening,False,27
False,evening,True,2
False,evening,True,1
False,evening,True,2
False,evening,False,118
False,evening,True,2
False,evening,True,14
False,evening,True,11
False,evening,True,9
False,evening,False,0
False,evening,True,3
False,evening,True,8
False,evening,True,2
False,evening,False,1437
False,evening,False,1439
True,evening,True,2
False,evening,False,0
False,evening,False,1437
True,morning,True,1
True,morning,True,3
True,morning,False,1436
False,morning,False,0
False,morning,False,1438
False,morning,True,3
False,morning,True,10
False,morning,False,0
False,morning,True,4
False,morning,True,4
False,morning,False,85
False,morning,True,4
False,morning,False,1436
False,morning,False,1439
False,morning,True,3
False,morning,False,16
False,morning,False,0
False,morning,False,0
False,morning,True,2
False,morning,False,1436
False,morning,False,1439
False,morning,False,0
True,morning,False,27
True,morning,False,1438
True,morning,False,0
False,morning,False,1437
False,morning,False,1436
False,morning,False,1435
False,morning,True,1
False,morning,False,1439
False,morning,False,1439
False,morning,True,9
False,morning,False,1439
False,morning,True,7
False,morning,False,26
False,morning,True,9
False,morning,True,2
False,morning,False,1439
False,morning,True,1
False,morning,False,1439
False,morning,False,26
False,morning,False,1438
False,morning,True,9
False,morning,False,1439
False,morning,False,81
False,morning,False,153
True,morning,False,1436
False,morning,False,1439
False,morning,True,2
False,morning,True,1
False,morning,False,1438
False,morning,True,3
False,morning,False,130
False,morning,True,12
False,morning,False,68
True,morning,False,0
True,morning,False,1437
False,morning,False,140
False,morning,False,28
False,morning,False,1436
False,morning,False,29
False,morning,True,1
False,morning,False,1438
False,morning,False,0
False,morning,True,3
False,morning,True,2
False,morning,False,119
False,morning,False,29
False,morning,True,1
False,morning,True,4
False,morning,True,2
False,morning,True,14
True,afternoon,True,6
True,afternoon,True,12
False,afternoon,False,0
False,afternoon,True,9
False,afternoon,False,1437
False,afternoon,True,5
False,afternoon,False,1436
False,afternoon,True,5
False,afternoon,False,1433
False,morning,False,55
False,afternoon,False,0
False,afternoon,False,1438
False,afternoon,False,0
False,afternoon,True,6
False,morning,True,3
False,afternoon,True,1
False,afternoon,True,3
False,afternoon,False,1435
False,afternoon,False,1439
False,afternoon,False,1438
False,afternoon,True,14
False,afternoon,False,18
True,afternoon,False,1439
True,afternoon,True,3
True,afternoon,True,6
False,afternoon,True,14
False,afternoon,False,1436
False,afternoon,False,1437
False,afternoon,True,3
False,afternoon,False,1438
False,afternoon,True,5
False,afternoon,False,1436
False,afternoon,True,3
False,afternoon,True,4
False,afternoon,False,1433
False,afternoon,False,1438
False,afternoon,True,11
False,afternoon,True,6
False,afternoon,False,1437
False,afternoon,False,1435
False,afternoon,True,2
False,afternoon,False,1438
False,afternoon,False,1438
False,afternoon,False,1436
False,afternoon,True,6
False,afternoon,False,0
False,afternoon,True,1
False,afternoon,True,6
True,afternoon,True,1
True,afternoon,False,1438
True,afternoon,True,2
False,afternoon,False,1437
False,afternoon,False,0
False,afternoon,True,4
False,afternoon,False,0
False,afternoon,False,1439
False,afternoon,False,122
False,afternoon,False,1431
False,afternoon,False,1437
False,afternoon,False,0
False,afternoon,False,0
False,afternoon,False,1433
False,afternoon,False,1438
False,afternoon,True,4
False,afternoon,False,1436
False,afternoon,False,1437
False,afternoon,False,1433
False,afternoon,True,14
False,afternoon,False,1439
False,afternoon,False,1439
True,afternoon,False,1437
True,afternoon,False,1437
True,afternoon,True,2
False,afternoon,False,1435
False,afternoon,True,4
False,afternoon,False,0
False,afternoon,False,1434
False,afternoon,False,1439
False,afternoon,False,23
False,afternoon,True,4
False,afternoon,False,0
False,afternoon,False,42
False,afternoon,False,0
False,afternoon,False,1435
False,afternoon,True,1
False,afternoon,True,13
False,afternoon,True,10
False,afternoon,False,0
False,afternoon,True,5
False,afternoon,True,6
False,afternoon,True,2
False,afternoon,False,1437
False,afternoon,False,1438
False,afternoon,True,13
False,afternoon,False,0
False,afternoon,True,2
False,afternoon,True,4
False,afternoon,True,15
False,afternoon,False,1439
False,afternoon,True,1
False,afternoon,True,4
True,evening,False,18
True,evening,True,1
False,evening,True,11
False,evening,False,1435
False,evening,False,1437
False,evening,True,2
False,evening,True,7
False,evening,True,3
False,evening,False,1437
False,evening,False,1436
False,evening,False,28
False,evening,False,1438
False,evening,True,3
False,evening,False,1436
False,evening,False,1438
False,evening,True,8
False,evening,False,0
False,evening,False,1437
False,evening,False,1438
False,evening,False,1436
False,evening,False,25
False,evening,False,0
False,evening,False,1437
False,evening,True,2
False,evening,True,3
False,evening,True,10
False,evening,True,10
False,evening,True,1
False,evening,False,1437
False,evening,True,7
False,evening,False,1438
False,evening,True,7
True,morning,True,1
True,morning,True,8
True,morning,True,4
False,morning,True,5
False,morning,True,10
False,morning,True,1
False,morning,True,1
False,morning,True,10
False,morning,False,0
False,morning,True,8
False,morning,True,1
False,morning,True,4
False,morning,True,1
False,morning,True,10
False,morning,True,5
False,morning,True,2
False,morning,True,6
False,morning,True,8
False,morning,True,3
False,morning,True,8
False,morning,True,7
False,morning,True,4
False,morning,True,5
False,morning,True,8
False,morning,True,11
False,morning,False,1435
False,morning,False,1439
False,morning,True,5
False,morning,True,6
False,morning,True,4
False,morning,True,8
True,morning,False,1439
True,afternoon,False,0
False,afternoon,False,1438
False,afternoon,False,1434
False,morning,False,1436
False,afternoon,False,1436
False,afternoon,True,6
False,afternoon,True,10
False,morning,False,1438
False,afternoon,True,13
False,afternoon,False,1439
False,afternoon,True,11
False,morning,True,5
False,afternoon,True,8
False,afternoon,False,1439
False,morning,False,1439
True,afternoon,True,12
True,afternoon,True,10
True,afternoon,True,5
False,afternoon,False,1439
False,afternoon,True,11
False,afternoon,False,1436
False,afternoon,False,1438
False,afternoon,False,1439
False,afternoon,False,1439
False,afternoon,True,3
False,afternoon,True,2
False,afternoon,False,0
False,afternoon,True,6
False,afternoon,True,8
False,afternoon,True,6
False,afternoon,False,1438
False,afternoon,True,2
False,afternoon,False,20
False,afternoon,False,0
False,afternoon,True,2
False,afternoon,False,83
False,afternoon,True,1
False,afternoon,True,6
False,afternoon,True,6
False,afternoon,False,1434
False,afternoon,False,1439
False,afternoon,False,0
False,afternoon,False,17
True,afternoon,False,27
True,afternoon,False,0
True,afternoon,False,1439
False,afternoon,False,0
False,afternoon,True,12
False,afternoon,False,1435
False,afternoon,False,1435
False,afternoon,True,2
False,afternoon,True,9
False,afternoon,False,0
False,afternoon,True,6
False,afternoon,True,2
False,afternoon,False,1435
False,afternoon,False,1437
False,afternoon,True,1
False,afternoon,True,2
False,afternoon,True,4
False,afternoon,False,1439
False,afternoon,False,1439
False,afternoon,False,0
False,afternoon,False,1438
False,afternoon,True,4
False,afternoon,False,87
False,afternoon,True,1
False,afternoon,False,0
False,afternoon,True,1
False,afternoon,False,1435
False,afternoon,True,7
False,afternoon,False,0
False,afternoon,False,0
False,afternoon,True,11
True,morning,True,14
True,morning,True,1
False,afternoon,False,1437
False,morning,False,1439
False,afternoon,True,6
False,morning,False,1438
False,morning,False,0
False,afternoon,False,1438
False,morning,True,5
False,afternoon,True,2
False,morning,True,11
False,morning,True,2
False,afternoon,True,2
False,morning,True,1
False,afternoon,False,1434
False,morning,True,5
False,morning,False,1439
False,afternoon,True,3
False,morning,True,1
False,afternoon,True,2
False,morning,False,1438
False,morning,False,0
True,afternoon,False,1439
False,afternoon,False,120
False,afternoon,False,1432
False,afternoon,False,1439
False,afternoon,True,1
False,afternoon,True,5
False,afternoon,True,5
False,afternoon,True,6
False,afternoon,True,5
False,afternoon,False,1438
False,afternoon,False,0
False,afternoon,False,1438
False,afternoon,True,5
True,morning,True,1
True,morning,False,0
True,morning,False,20
False,morning,False,1439
False,morning,True,3
False,morning,True,6
False,morning,False,17
False,morning,False,0
False,morning,True,12
False,morning,True,10
False,morning,True,2
False,morning,False,0
False,morning,False,1436
False,morning,False,1437
False,morning,True,10
False,morning,False,1438
False,morning,True,10
False,morning,True,6
False,morning,False,48
False,morning,False,131
False,morning,False,0
False,morning,True,7
False,morning,True,1
False,morning,False,1439
False,morning,True,1
False,morning,True,1
False,morning,True,15
